bowler,total_balls,total_overs,total_runs,total_wickets,overall_economy,dot_ball_pct,inn1_balls,inn1_overs,inn1_runs,inn1_wickets,inn1_economy,inn2_balls,inn2_overs,inn2_runs,inn2_wickets,inn2_economy,powerplay_balls,powerplay_overs,powerplay_runs,powerplay_wickets,powerplay_economy,powerplay_dot_ball_pct,middle_balls,middle_overs,middle_runs,middle_wickets,middle_economy,middle_dot_ball_pct,death_balls,death_overs,death_runs,death_wickets,death_economy,death_dot_ball_pct,wickets_in_wins,wickets_in_losses,wickets_in_close_matches,runs_in_close_matches,inn1_powerplay_balls,inn1_powerplay_overs,inn1_powerplay_runs,inn1_powerplay_wickets,inn1_powerplay_economy,inn1_middle_balls,inn1_middle_overs,inn1_middle_runs,inn1_middle_wickets,inn1_middle_economy,inn1_death_balls,inn1_death_overs,inn1_death_runs,inn1_death_wickets,inn1_death_economy,inn2_powerplay_balls,inn2_powerplay_overs,inn2_powerplay_runs,inn2_powerplay_wickets,inn2_powerplay_economy,inn2_middle_balls,inn2_middle_overs,inn2_middle_runs,inn2_middle_wickets,inn2_middle_economy,inn2_death_balls,inn2_death_overs,inn2_death_runs,inn2_death_wickets,inn2_death_economy
YS Chahal,2065,344.1666666666667,2744,127,7.972881355932203,24.358353510895885,926,154.33333333333334,1313,49,8.50755939524838,1139,189.83333333333334,1431,78,7.538191395961369,84,14.0,109,4,7.785714285714286,33.33333333333333,1554,259.0,1992,75,7.691119691119691,25.28957528957529,427,71.16666666666667,643,48,9.035128805620609,19.20374707259953,86,41,94,2032,48,8.0,62,3,7.75,687,114.5,932,28,8.139737991266376,191,31.833333333333332,319,18,10.020942408376964,36,6.0,47,1,7.833333333333333,867,144.5,1060,47,7.335640138408304,236,39.333333333333336,324,30,8.23728813559322
HV Patel,1702,283.6666666666667,2404,121,8.474735605170387,22.855464159811987,811,135.16666666666666,1206,70,8.922318125770655,891,148.5,1198,51,8.067340067340067,166,27.666666666666668,249,5,9.0,33.734939759036145,816,136.0,1053,38,7.742647058823529,24.264705882352942,720,120.0,1102,78,9.183333333333334,18.75,72,49,82,1497,74,12.333333333333334,128,3,10.378378378378377,353,58.833333333333336,428,20,7.2747875354107645,384,64.0,650,47,10.15625,92,15.333333333333334,121,2,7.891304347826087,463,77.16666666666667,625,18,8.099352051835853,336,56.0,452,31,8.071428571428571
TA Boult,1979,329.8333333333333,2652,110,8.040424456796362,35.977766548762006,946,157.66666666666666,1267,52,8.035940803382664,1033,172.16666666666666,1385,58,8.044530493707649,1247,207.83333333333334,1461,64,7.029671210906175,46.67201283079391,274,45.666666666666664,406,11,8.89051094890511,17.153284671532848,458,76.33333333333333,785,35,10.283842794759826,18.12227074235808,81,29,70,1944,581,96.83333333333333,652,32,6.733218588640276,144,24.0,213,3,8.875,221,36.833333333333336,402,17,10.914027149321265,666,111.0,809,32,7.288288288288288,130,21.666666666666668,193,8,8.907692307692308,237,39.5,383,18,9.69620253164557
JJ Bumrah,1663,277.1666666666667,1897,108,6.844257366205652,35.838845460012024,836,139.33333333333334,910,57,6.5311004784688995,827,137.83333333333334,987,51,7.1608222490931075,584,97.33333333333333,651,25,6.688356164383562,48.63013698630137,435,72.5,466,23,6.427586206896552,34.25287356321839,644,107.33333333333333,780,60,7.267080745341615,25.310559006211182,68,40,59,1347,265,44.166666666666664,285,13,6.452830188679246,205,34.166666666666664,202,11,5.91219512195122,366,61.0,423,33,6.934426229508197,319,53.166666666666664,366,12,6.884012539184953,230,38.333333333333336,264,12,6.88695652173913,278,46.333333333333336,357,27,7.705035971223021
Rashid Khan,2121,353.5,2622,106,7.417256011315417,28.147100424328148,1249,208.16666666666666,1521,54,7.306645316253003,872,145.33333333333334,1101,52,7.575688073394495,212,35.333333333333336,293,9,8.29245283018868,29.71698113207547,1538,256.3333333333333,1798,67,7.014304291287386,28.868660598179453,371,61.833333333333336,531,30,8.587601078167115,24.258760107816713,59,47,67,1806,108,18.0,146,6,8.11111111111111,916,152.66666666666666,1072,33,7.021834061135372,225,37.5,303,15,8.08,104,17.333333333333332,147,3,8.480769230769232,622,103.66666666666667,726,34,7.003215434083601,146,24.333333333333332,228,15,9.36986301369863
Arshdeep Singh,1755,292.5,2507,103,8.57094017094017,27.97720797720798,885,147.5,1281,58,8.684745762711865,870,145.0,1226,45,8.455172413793104,835,139.16666666666666,1145,36,8.227544910179642,36.16766467065868,298,49.666666666666664,408,14,8.21476510067114,23.825503355704697,622,103.66666666666667,954,53,9.20257234726688,18.971061093247588,58,45,80,1985,415,69.16666666666667,539,18,7.792771084337349,130,21.666666666666668,191,6,8.815384615384614,340,56.666666666666664,551,34,9.723529411764707,420,70.0,606,18,8.657142857142857,168,28.0,217,8,7.75,282,47.0,403,19,8.574468085106384
CV Varun,1914,319.0,2397,101,7.5141065830721,30.773249738766978,928,154.66666666666666,1171,41,7.571120689655173,986,164.33333333333334,1226,60,7.460446247464502,376,62.666666666666664,453,15,7.2287234042553195,36.702127659574465,1229,204.83333333333334,1511,67,7.376729048006509,29.21074043938161,309,51.5,433,19,8.407766990291263,29.773462783171524,68,33,58,1606,200,33.333333333333336,233,8,6.989999999999999,568,94.66666666666667,694,28,7.330985915492957,160,26.666666666666668,244,5,9.15,176,29.333333333333332,220,7,7.5,661,110.16666666666667,817,39,7.416036308623298,149,24.833333333333332,189,14,7.610738255033557
Mohammed Shami,1624,270.6666666666667,2245,97,8.294334975369457,36.08374384236453,857,142.83333333333334,1190,61,8.331388564760793,767,127.83333333333333,1055,36,8.252933507170795,1031,171.83333333333334,1257,45,7.315227934044617,46.16876818622696,202,33.666666666666664,295,9,8.762376237623762,23.762376237623762,391,65.16666666666667,693,43,10.634271099744245,15.856777493606138,65,32,80,1732,512,85.33333333333333,620,26,7.265625,86,14.333333333333334,135,2,9.41860465116279,259,43.166666666666664,435,33,10.077220077220078,519,86.5,637,19,7.364161849710983,116,19.333333333333332,160,7,8.275862068965518,132,22.0,258,10,11.727272727272727
K Rabada,1557,259.5,2234,89,8.608863198458574,31.59922928709056,785,130.83333333333334,1212,38,9.263694267515923,772,128.66666666666666,1022,51,7.943005181347151,655,109.16666666666667,917,25,8.4,38.778625954198475,445,74.16666666666667,576,22,7.76629213483146,30.786516853932582,457,76.16666666666667,741,42,9.72866520787746,22.100656455142232,48,41,56,1528,327,54.5,514,12,9.431192660550458,214,35.666666666666664,300,8,8.41121495327103,244,40.666666666666664,398,18,9.78688524590164,328,54.666666666666664,403,13,7.371951219512195,231,38.5,276,14,7.1688311688311686,213,35.5,343,24,9.661971830985916
Avesh Khan,1524,254.0,2238,89,8.811023622047244,27.755905511811026,810,135.0,1233,46,9.133333333333333,714,119.0,1005,43,8.445378151260504,500,83.33333333333333,745,19,8.940000000000001,37.0,405,67.5,526,23,7.792592592592593,29.629629629629626,619,103.16666666666667,967,47,9.373182552504039,19.063004846526656,53,36,68,1679,252,42.0,376,9,8.952380952380953,212,35.333333333333336,296,12,8.377358490566037,346,57.666666666666664,561,25,9.728323699421965,248,41.333333333333336,369,10,8.92741935483871,193,32.166666666666664,230,11,7.1502590673575135,273,45.5,406,22,8.923076923076923
Mohammed Siraj,1864,310.6666666666667,2577,82,8.295064377682403,35.675965665236056,831,138.5,1101,35,7.949458483754513,1033,172.16666666666666,1476,47,8.573088092933205,1097,182.83333333333334,1450,41,7.930720145852324,43.026435733819504,263,43.833333333333336,345,13,7.870722433460076,25.475285171102662,504,84.0,782,28,9.30952380952381,25.0,54,28,49,1634,470,78.33333333333333,546,19,6.970212765957447,84,14.0,97,4,6.928571428571429,277,46.166666666666664,458,12,9.92057761732852,627,104.5,904,22,8.650717703349283,179,29.833333333333332,248,9,8.312849162011174,227,37.833333333333336,324,16,8.563876651982378
Ravi Bishnoi,1693,282.1666666666667,2263,77,8.020082693443591,28.470171293561723,799,133.16666666666666,1046,37,7.854818523153943,894,149.0,1217,40,8.167785234899329,129,21.5,183,3,8.511627906976743,37.2093023255814,1317,219.5,1706,53,7.7722095671981775,27.790432801822323,247,41.166666666666664,374,21,9.08502024291498,27.530364372469634,47,30,48,1550,64,10.666666666666666,83,1,7.78125,613,102.16666666666667,787,25,7.703099510603589,122,20.333333333333332,176,11,8.655737704918034,65,10.833333333333334,100,2,9.23076923076923,704,117.33333333333333,919,28,7.832386363636364,125,20.833333333333332,198,10,9.504000000000001
SP Narine,1821,303.5,2118,75,6.978583196046128,29.763866007688083,918,153.0,1009,43,6.594771241830065,903,150.5,1109,32,7.368770764119601,235,39.166666666666664,354,3,9.038297872340426,32.76595744680851,1320,220.0,1463,52,6.65,29.09090909090909,266,44.333333333333336,301,20,6.789473684210526,30.451127819548873,46,29,51,1357,115,19.166666666666668,172,1,8.97391304347826,659,109.83333333333333,687,31,6.254931714719272,144,24.0,150,11,6.25,120,20.0,182,2,9.1,661,110.16666666666667,776,21,7.043872919818456,122,20.333333333333332,151,9,7.426229508196721
T Natarajan,1344,224.0,1938,75,8.651785714285714,24.330357142857142,841,140.16666666666666,1193,50,8.511296076099882,503,83.83333333333333,745,25,8.886679920477137,364,60.666666666666664,502,17,8.274725274725276,37.91208791208791,407,67.83333333333333,500,10,7.371007371007371,21.867321867321866,573,95.5,936,48,9.801047120418849,17.452006980802793,42,33,50,1381,196,32.666666666666664,260,12,7.959183673469388,253,42.166666666666664,310,6,7.351778656126482,392,65.33333333333333,623,32,9.535714285714286,168,28.0,242,5,8.642857142857142,154,25.666666666666668,190,4,7.402597402597403,181,30.166666666666668,313,16,10.375690607734807
SN Thakur,1461,243.5,2208,75,9.067761806981519,24.982888432580424,702,117.0,1042,29,8.905982905982906,759,126.5,1166,46,9.217391304347826,427,71.16666666666667,677,17,9.51288056206089,29.97658079625293,492,82.0,661,20,8.060975609756097,25.0,542,90.33333333333333,870,38,9.6309963099631,21.033210332103323,41,34,50,1562,207,34.5,285,6,8.26086956521739,190,31.666666666666668,239,7,7.5473684210526315,305,50.833333333333336,518,16,10.190163934426229,220,36.666666666666664,392,11,10.690909090909091,302,50.333333333333336,422,13,8.3841059602649,237,39.5,352,22,8.91139240506329
KK Ahmed,1394,232.33333333333334,2041,74,8.784791965566715,34.50502152080344,811,135.16666666666666,1194,43,8.833538840937115,583,97.16666666666667,847,31,8.716981132075471,806,134.33333333333334,1082,30,8.054590570719602,43.54838709677419,216,36.0,297,11,8.25,26.851851851851855,372,62.0,662,33,10.67741935483871,19.35483870967742,36,38,37,1096,428,71.33333333333333,569,11,7.976635514018692,139,23.166666666666668,187,8,8.071942446043165,244,40.666666666666664,438,24,10.77049180327869,378,63.0,513,19,8.142857142857142,77,12.833333333333334,110,3,8.571428571428571,128,21.333333333333332,224,9,10.5
AD Russell,813,135.5,1344,73,9.918819188191883,22.14022140221402,408,68.0,675,39,9.926470588235293,405,67.5,669,34,9.911111111111111,91,15.166666666666666,135,8,8.901098901098901,34.065934065934066,360,60.0,578,28,9.633333333333333,21.11111111111111,362,60.333333333333336,631,37,10.458563535911601,20.165745856353592,42,31,42,837,20,3.3333333333333335,36,2,10.799999999999999,160,26.666666666666668,218,13,8.174999999999999,228,38.0,421,24,11.078947368421053,71,11.833333333333334,99,6,8.366197183098592,200,33.333333333333336,360,15,10.799999999999999,134,22.333333333333332,210,13,9.402985074626866
B Kumar,1671,278.5,2308,72,8.287253141831238,33.69239976062238,895,149.16666666666666,1181,44,7.917318435754191,776,129.33333333333334,1127,28,8.713917525773196,976,162.66666666666666,1180,34,7.254098360655738,45.49180327868852,123,20.5,197,1,9.609756097560975,20.32520325203252,572,95.33333333333333,931,37,9.765734265734267,16.433566433566433,41,31,56,1727,487,81.16666666666667,542,15,6.677618069815194,36,6.0,66,0,11.0,372,62.0,573,29,9.241935483870968,489,81.5,638,19,7.828220858895706,87,14.5,131,1,9.03448275862069,200,33.333333333333336,358,8,10.739999999999998
R Ashwin,1853,308.8333333333333,2358,67,7.63518618456557,25.580140313005938,846,141.0,1145,27,8.120567375886525,1007,167.83333333333334,1213,40,7.227408142999007,450,75.0,618,17,8.24,31.11111111111111,1236,206.0,1482,42,7.194174757281553,23.948220064724918,167,27.833333333333332,258,8,9.269461077844312,22.75449101796407,32,35,40,1650,184,30.666666666666668,299,4,9.75,593,98.83333333333333,729,20,7.376053962900507,69,11.5,117,3,10.173913043478262,266,44.333333333333336,319,13,7.1954887218045105,643,107.16666666666667,753,22,7.026438569206842,98,16.333333333333332,141,5,8.63265306122449
Kuldeep Yadav,1272,212.0,1649,64,7.778301886792453,24.842767295597483,760,126.66666666666667,1009,41,7.96578947368421,512,85.33333333333333,640,23,7.5,6,1.0,20,0,20.0,16.666666666666664,1048,174.66666666666666,1360,47,7.786259541984733,25.0,218,36.333333333333336,269,17,7.403669724770642,24.31192660550459,40,24,39,914,6,1.0,20,0,20.0,619,103.16666666666667,821,33,7.957996768982229,135,22.5,168,8,7.466666666666667,0,0.0,0,0,0.0,429,71.5,539,14,7.538461538461538,83,13.833333333333334,101,9,7.301204819277108
PJ Cummins,1303,217.16666666666666,1911,63,8.799693016116654,30.544896392939368,562,93.66666666666667,907,21,9.683274021352313,741,123.5,1004,42,8.129554655870445,588,98.0,808,22,8.244897959183673,39.795918367346935,369,61.5,486,21,7.902439024390244,26.01626016260163,346,57.666666666666664,617,20,10.699421965317919,19.653179190751445,35,28,35,1065,224,37.333333333333336,329,7,8.8125,156,26.0,226,5,8.692307692307692,182,30.333333333333332,352,9,11.604395604395604,364,60.666666666666664,479,15,7.895604395604396,213,35.5,260,16,7.323943661971831,164,27.333333333333332,265,11,9.695121951219512
A Nortje,1142,190.33333333333334,1701,63,8.936952714535902,30.910683012259195,540,90.0,871,29,9.677777777777777,602,100.33333333333333,830,34,8.272425249169435,459,76.5,638,22,8.339869281045752,39.651416122004356,227,37.833333333333336,320,12,8.458149779735683,29.515418502202646,456,76.0,743,29,9.776315789473685,22.807017543859647,35,28,34,829,194,32.333333333333336,295,6,9.123711340206185,124,20.666666666666668,148,9,7.161290322580645,222,37.0,428,14,11.567567567567568,265,44.166666666666664,343,16,7.766037735849057,103,17.166666666666668,172,3,10.019417475728154,234,39.0,315,15,8.076923076923077
RA Jadeja,1589,264.8333333333333,2045,63,7.721837633731908,26.117054751415985,829,138.16666666666666,1019,31,7.375150784077202,760,126.66666666666667,1026,32,8.1,12,2.0,13,0,6.5,25.0,1510,251.66666666666666,1906,59,7.573509933774835,26.490066225165563,67,11.166666666666666,126,4,11.28358208955224,17.91044776119403,43,20,35,1237,0,0.0,0,0,0.0,805,134.16666666666666,978,30,7.28944099378882,24,4.0,41,1,10.25,12,2.0,13,0,6.5,705,117.5,928,29,7.897872340425532,43,7.166666666666667,85,3,11.86046511627907
M Prasidh Krishna,1158,193.0,1592,63,8.248704663212436,34.6286701208981,502,83.66666666666667,756,28,9.035856573705178,656,109.33333333333333,836,35,7.646341463414634,440,73.33333333333333,563,16,7.677272727272728,44.54545454545455,345,57.5,424,17,7.373913043478261,32.17391304347826,373,62.166666666666664,605,30,9.731903485254692,25.201072386058982,45,18,36,1066,141,23.5,201,5,8.553191489361701,175,29.166666666666668,215,7,7.371428571428571,186,31.0,340,16,10.96774193548387,299,49.833333333333336,362,11,7.264214046822742,170,28.333333333333332,209,10,7.376470588235295,187,31.166666666666668,265,14,8.502673796791443
AR Patel,1620,270.0,1958,61,7.2518518518518515,28.641975308641975,925,154.16666666666666,1156,32,7.498378378378379,695,115.83333333333333,802,29,6.923741007194245,351,58.5,458,15,7.829059829059829,36.182336182336186,1164,194.0,1358,42,7.0,26.718213058419245,105,17.5,142,4,8.114285714285714,24.761904761904763,36,25,39,1230,213,35.5,281,7,7.915492957746479,637,106.16666666666667,763,23,7.186813186813186,75,12.5,112,2,8.96,138,23.0,177,8,7.695652173913044,527,87.83333333333333,595,19,6.774193548387097,30,5.0,30,2,6.0
RD Chahar,1370,228.33333333333334,1805,61,7.905109489051094,27.51824817518248,622,103.66666666666667,775,26,7.47588424437299,748,124.66666666666667,1030,35,8.262032085561497,30,5.0,43,0,8.6,40.0,1182,197.0,1544,46,7.83756345177665,28.08798646362098,158,26.333333333333332,218,15,8.278481012658228,20.88607594936709,39,22,41,1281,12,2.0,23,0,11.5,536,89.33333333333333,644,18,7.208955223880597,74,12.333333333333334,108,8,8.756756756756756,18,3.0,20,0,6.666666666666667,646,107.66666666666667,900,28,8.359133126934983,84,14.0,110,7,7.857142857142857
Sandeep Sharma,1353,225.5,1809,60,8.022172949002217,28.824833702882486,864,144.0,1173,50,8.145833333333334,489,81.5,636,10,7.803680981595092,681,113.5,766,21,6.748898678414097,40.969162995594715,267,44.5,362,7,8.134831460674157,19.850187265917604,405,67.5,681,32,10.088888888888889,14.320987654320987,30,30,39,1315,420,70.0,469,16,6.7,166,27.666666666666668,243,7,8.783132530120481,278,46.333333333333336,461,27,9.949640287769784,261,43.5,297,5,6.827586206896552,101,16.833333333333332,119,0,7.069306930693069,127,21.166666666666668,220,5,10.393700787401574
DL Chahar,1284,214.0,1737,58,8.116822429906541,33.56697819314642,623,103.83333333333333,849,26,8.176565008025683,661,110.16666666666667,888,32,8.060514372163388,984,164.0,1301,42,7.932926829268292,37.80487804878049,179,29.833333333333332,233,8,7.810055865921788,22.3463687150838,121,20.166666666666668,203,8,10.066115702479339,15.702479338842975,39,19,35,1127,455,75.83333333333333,606,15,7.991208791208792,82,13.666666666666666,108,4,7.902439024390244,86,14.333333333333334,135,7,9.41860465116279,529,88.16666666666667,695,27,7.882797731568997,97,16.166666666666668,125,4,7.731958762886597,35,5.833333333333333,68,1,11.657142857142858
JR Hazlewood,892,148.66666666666666,1219,58,8.199551569506728,35.65022421524663,333,55.5,468,21,8.432432432432432,559,93.16666666666667,751,37,8.0608228980322,491,81.83333333333333,606,24,7.405295315682282,45.621181262729124,139,23.166666666666668,182,11,7.856115107913669,28.776978417266186,262,43.666666666666664,431,23,9.870229007633588,20.610687022900763,45,13,37,902,176,29.333333333333332,195,10,6.647727272727273,38,6.333333333333333,43,4,6.7894736842105265,119,19.833333333333332,230,7,11.596638655462186,315,52.5,411,14,7.828571428571428,101,16.833333333333332,139,7,8.257425742574258,143,23.833333333333332,201,16,8.433566433566433
TU Deshpande,1043,173.83333333333334,1617,55,9.302013422818792,27.612655800575265,538,89.66666666666667,825,28,9.200743494423792,505,84.16666666666667,792,27,9.40990099009901,491,81.83333333333333,702,18,8.578411405295316,39.307535641547865,202,33.666666666666664,299,7,8.881188118811881,17.326732673267326,350,58.333333333333336,616,30,10.559999999999999,17.142857142857142,34,21,30,991,229,38.166666666666664,307,8,8.043668122270743,128,21.333333333333332,183,3,8.578125,181,30.166666666666668,335,17,11.104972375690608,262,43.666666666666664,395,10,9.045801526717558,74,12.333333333333334,116,4,9.405405405405405,169,28.166666666666668,281,13,9.976331360946745
LH Ferguson,881,146.83333333333334,1275,54,8.683314415437003,29.171396140749152,437,72.83333333333333,667,22,9.157894736842106,444,74.0,608,32,8.216216216216216,200,33.333333333333336,277,14,8.309999999999999,34.5,407,67.83333333333333,547,19,8.063882063882064,30.95823095823096,274,45.666666666666664,451,21,9.875912408759124,22.62773722627737,37,17,33,856,124,20.666666666666668,191,5,9.241935483870968,176,29.333333333333332,247,5,8.420454545454545,137,22.833333333333332,229,12,10.029197080291972,76,12.666666666666666,86,9,6.7894736842105265,231,38.5,300,14,7.792207792207792,137,22.833333333333332,222,9,9.722627737226277
KH Pandya,1498,249.66666666666666,1881,54,7.534045393858478,27.03604806408545,738,123.0,898,22,7.300813008130081,760,126.66666666666667,983,32,7.760526315789473,368,61.333333333333336,490,10,7.989130434782608,33.15217391304348,1014,169.0,1227,36,7.260355029585799,24.7534516765286,116,19.333333333333332,164,8,8.482758620689655,27.586206896551722,44,10,39,1255,208,34.666666666666664,269,6,7.759615384615385,494,82.33333333333333,582,16,7.068825910931174,36,6.0,47,0,7.833333333333333,160,26.666666666666668,221,4,8.2875,520,86.66666666666667,645,20,7.442307692307692,80,13.333333333333334,117,8,8.775
M Pathirana,787,131.16666666666666,1047,53,7.982210927573063,23.63405336721728,337,56.166666666666664,463,25,8.243323442136498,450,75.0,584,28,7.786666666666667,0,0.0,0,0,0.0,0.0,343,57.166666666666664,410,14,7.172011661807581,27.988338192419825,444,74.0,637,39,8.608108108108109,20.27027027027027,27,26,24,543,0,0.0,0,0,0.0,113,18.833333333333332,150,3,7.964601769911505,224,37.333333333333336,313,22,8.383928571428571,0,0.0,0,0,0.0,230,38.333333333333336,260,11,6.782608695652174,220,36.666666666666664,324,17,8.836363636363638
SM Curran,1101,183.5,1734,52,9.449591280653951,25.9763851044505,651,108.5,1002,33,9.235023041474655,450,75.0,732,19,9.76,529,88.16666666666667,698,11,7.916824196597353,36.86200378071834,235,39.166666666666664,416,13,10.621276595744682,17.872340425531917,337,56.166666666666664,620,28,11.038575667655786,14.540059347181009,22,30,31,1177,314,52.333333333333336,405,6,7.738853503184713,133,22.166666666666668,218,10,9.834586466165414,204,34.0,379,17,11.147058823529411,215,35.833333333333336,293,5,8.17674418604651,102,17.0,198,3,11.647058823529411,133,22.166666666666668,241,11,10.87218045112782
JO Holder,821,136.83333333333334,1176,51,8.594397076735687,23.26431181485993,444,74.0,580,34,7.837837837837838,377,62.833333333333336,596,17,9.485411140583555,262,43.666666666666664,364,7,8.33587786259542,38.54961832061068,261,43.5,348,16,8.0,19.157088122605366,298,49.666666666666664,464,28,9.342281879194632,13.422818791946309,23,28,33,738,127,21.166666666666668,168,5,7.937007874015747,136,22.666666666666668,155,10,6.838235294117647,181,30.166666666666668,257,19,8.519337016574585,135,22.5,196,2,8.71111111111111,125,20.833333333333332,193,6,9.264000000000001,117,19.5,207,9,10.615384615384615
MM Sharma,701,116.83333333333333,1094,50,9.363766048502141,18.972895863052784,382,63.666666666666664,614,20,9.643979057591624,319,53.166666666666664,480,30,9.028213166144202,75,12.5,118,2,9.44,33.33333333333333,317,52.833333333333336,449,19,8.498422712933754,18.29652996845426,309,51.5,527,29,10.233009708737864,16.181229773462782,41,9,23,750,31,5.166666666666667,49,1,9.483870967741934,164,27.333333333333332,216,6,7.902439024390244,187,31.166666666666668,349,13,11.197860962566844,44,7.333333333333333,69,1,9.40909090909091,153,25.5,233,13,9.137254901960784,122,20.333333333333332,178,16,8.754098360655739
Noor Ahmad,827,137.83333333333334,1088,48,7.893591293833131,27.327690447400244,449,74.83333333333333,553,27,7.389755011135858,378,63.0,535,21,8.492063492063492,56,9.333333333333334,77,2,8.25,35.714285714285715,634,105.66666666666667,833,33,7.883280757097792,26.025236593059937,137,22.833333333333332,178,13,7.795620437956205,29.927007299270077,28,20,33,692,31,5.166666666666667,50,1,9.67741935483871,343,57.166666666666664,403,18,7.049562682215743,75,12.5,100,8,8.0,25,4.166666666666667,27,1,6.4799999999999995,291,48.5,430,15,8.8659793814433,62,10.333333333333334,78,5,7.548387096774193
PWH de Silva,808,134.66666666666666,1134,47,8.42079207920792,26.856435643564357,368,61.333333333333336,464,22,7.565217391304348,440,73.33333333333333,670,25,9.136363636363637,60,10.0,99,4,9.9,36.666666666666664,626,104.33333333333333,865,31,8.29073482428115,25.878594249201274,122,20.333333333333332,170,12,8.360655737704919,27.049180327868854,28,19,27,817,18,3.0,29,0,9.666666666666666,288,48.0,353,14,7.354166666666667,62,10.333333333333334,82,8,7.935483870967741,42,7.0,70,4,10.0,338,56.333333333333336,512,17,9.088757396449704,60,10.0,88,4,8.8
Mustafizur Rahman,859,143.16666666666666,1186,46,8.284051222351572,28.637951105937137,474,79.0,649,30,8.215189873417721,385,64.16666666666667,537,16,8.368831168831168,322,53.666666666666664,406,11,7.565217391304349,36.024844720496894,164,27.333333333333332,197,9,7.207317073170732,30.48780487804878,373,62.166666666666664,583,26,9.378016085790884,21.447721179624665,27,19,30,734,168,28.0,206,8,7.357142857142857,82,13.666666666666666,100,5,7.317073170731708,224,37.333333333333336,343,17,9.1875,154,25.666666666666668,200,3,7.792207792207792,82,13.666666666666666,97,4,7.097560975609756,149,24.833333333333332,240,9,9.664429530201343
Mukesh Kumar,675,112.5,1118,45,9.937777777777777,25.333333333333336,390,65.0,612,26,9.415384615384616,285,47.5,506,19,10.652631578947368,275,45.833333333333336,396,10,8.639999999999999,36.0,140,23.333333333333332,206,11,8.82857142857143,21.428571428571427,260,43.333333333333336,516,24,11.907692307692306,16.153846153846153,28,17,26,736,178,29.666666666666668,247,6,8.325842696629213,78,13.0,111,7,8.538461538461538,134,22.333333333333332,254,13,11.37313432835821,97,16.166666666666668,149,4,9.216494845360824,62,10.333333333333334,95,4,9.193548387096774,126,21.0,262,11,12.476190476190476
Yash Dayal,920,153.33333333333334,1412,45,9.208695652173912,28.804347826086957,454,75.66666666666667,670,18,8.854625550660792,466,77.66666666666667,742,27,9.553648068669528,454,75.66666666666667,701,17,9.26431718061674,35.68281938325991,214,35.666666666666664,289,9,8.102803738317757,28.037383177570092,252,42.0,422,19,10.047619047619047,17.063492063492063,38,7,29,1086,224,37.333333333333336,318,6,8.517857142857142,94,15.666666666666666,119,3,7.595744680851064,136,22.666666666666668,233,9,10.279411764705882,230,38.333333333333336,383,11,9.991304347826086,120,20.0,170,6,8.5,116,19.333333333333332,189,10,9.775862068965518
PP Chawla,738,123.0,1040,44,8.455284552845528,24.796747967479675,472,78.66666666666667,661,33,8.402542372881355,266,44.333333333333336,379,11,8.548872180451127,90,15.0,134,4,8.933333333333334,33.33333333333333,598,99.66666666666667,839,38,8.418060200668895,23.076923076923077,50,8.333333333333334,67,2,8.04,30.0,20,24,26,621,66,11.0,96,3,8.727272727272727,374,62.333333333333336,519,28,8.32620320855615,32,5.333333333333333,46,2,8.625,24,4.0,38,1,9.5,224,37.333333333333336,320,10,8.571428571428571,18,3.0,21,0,7.0
Harshit Rana,679,113.16666666666667,1047,42,9.251840942562591,30.338733431516935,336,56.0,505,20,9.017857142857142,343,57.166666666666664,542,22,9.481049562682216,308,51.333333333333336,481,17,9.370129870129869,37.33766233766234,205,34.166666666666664,309,11,9.043902439024391,25.365853658536587,166,27.666666666666668,257,14,9.289156626506024,23.49397590361446,28,14,31,803,135,22.5,216,8,9.6,113,18.833333333333332,158,6,8.389380530973451,88,14.666666666666666,131,6,8.931818181818182,173,28.833333333333332,265,9,9.190751445086706,92,15.333333333333334,151,5,9.847826086956522,78,13.0,126,8,9.692307692307692
HH Pandya,800,133.33333333333334,1201,39,9.007499999999999,27.625,486,81.0,753,28,9.296296296296296,314,52.333333333333336,448,11,8.560509554140127,236,39.333333333333336,349,8,8.872881355932202,38.983050847457626,455,75.83333333333333,639,17,8.426373626373627,25.71428571428571,109,18.166666666666668,213,14,11.724770642201834,11.009174311926607,17,22,28,814,111,18.5,184,5,9.945945945945946,300,50.0,407,13,8.14,75,12.5,162,10,12.96,125,20.833333333333332,165,3,7.920000000000001,155,25.833333333333332,232,4,8.980645161290322,34,5.666666666666667,51,4,9.0
DJ Bravo,585,97.5,747,39,7.661538461538462,23.247863247863247,256,42.666666666666664,326,17,7.640625,329,54.833333333333336,421,22,7.677811550151976,13,2.1666666666666665,19,0,8.76923076923077,46.15384615384615,287,47.833333333333336,333,11,6.961672473867596,26.480836236933797,285,47.5,395,28,8.31578947368421,18.947368421052634,20,19,27,492,7,1.1666666666666667,15,0,12.857142857142856,114,19.0,127,5,6.684210526315789,135,22.5,184,12,8.177777777777777,6,1.0,4,0,4.0,173,28.833333333333332,206,6,7.144508670520231,150,25.0,211,16,8.44
